"state","statename","st_case","peds","pernotmvit","ve_total","ve_forms","pvh_invl","persons","permvit","county","countyname","city","cityname","month","monthname","day","dayname","day_week","day_weekname","year","hour","hourname","minute","minutename","tway_id","tway_id2","route","routename","rur_urb","rur_urbname","func_sys","func_sysname","rd_owner","rd_ownername","nhs","nhsname","sp_jur","sp_jurname","milept","mileptname","latitude","latitudename","longitud","longitudname","harm_ev","harm_evname","man_coll","man_collname","reljct1","reljct1name","reljct2","reljct2name","typ_int","typ_intname","rel_road","rel_roadname","wrk_zone","wrk_zonename","lgt_cond","lgt_condname","weather","weathername","sch_bus","sch_busname","rail","railname","not_hour","not_hourname","not_min","not_minname","arr_hour","arr_hourname","arr_min","arr_minname","hosp_hr","hosp_hrname","hosp_mn","hosp_mnname","fatals","route_category","day_type","quarter_year","day_quarter"
"1","Alabama","10489",0,0,2,2,0,3,3,73,"JEFFERSON (73)",0,"NOT APPLICABLE",7,"July",25,25,2,"Monday",2022,1,"1:00am-1:59am",24,"24","US-11 SR-7","",2,"US Highway",2,"Urban",3,"Principal Arterial - Other",1,"State Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",1491,"1491",33.61794444,33.61794444,-86.61387222,-86.61387222,12,"Motor Vehicle In-Transport",2,"Front-to-Front",0,"No",1,"Non-Junction",1,"Not an Intersection",1,"On Roadway",0,"None",2,"Dark - Not Lighted",1,"Clear",0,"No","0000000","Not Applicable",1,"1:00am-1:59am",24,"24",1,"1:00am-1:59am",29,"29",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"US Highway","Weekday","SQ2_Year","Last Quarter (Month)"
"1","Alabama","10491",0,0,1,1,0,2,2,55,"ETOWAH (55)",0,"NOT APPLICABLE",7,"July",25,25,2,"Monday",2022,19,"7:00pm-7:59pm",11,"11","I-59","",1,"Interstate",2,"Urban",1,"Interstate",1,"State Highway Agency",1,"This section IS ON the NHS",0,"No Special Jurisdiction",1868,"1868",34.05955278,34.05955278,-86.03648333,-86.03648333,42,"Tree (Standing Only)",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",4,"On Roadside",0,"None",1,"Daylight",1,"Clear",0,"No","0000000","Not Applicable",19,"7:00pm-7:59pm",7,"7",19,"7:00pm-7:59pm",17,"17",99,"Unknown",99,"Unknown EMS Hospital Arrival Time",1,"State Highway","Weekday","SQ2_Year","Last Quarter (Month)"
"1","Alabama","10492",0,0,2,2,0,2,2,55,"ETOWAH (55)",0,"NOT APPLICABLE",7,"July",26,26,3,"Tuesday",2022,20,"8:00pm-8:59pm",37,"37","I-59","",1,"Interstate",1,"Rural",1,"Interstate",1,"State Highway Agency",1,"This section IS ON the NHS",0,"No Special Jurisdiction",1768,"1768",33.95441667,33.95441667,-86.14239444,-86.14239444,12,"Motor Vehicle In-Transport",1,"Front-to-Rear",0,"No",1,"Non-Junction",1,"Not an Intersection",1,"On Roadway",0,"None",2,"Dark - Not Lighted",1,"Clear",0,"No","0000000","Not Applicable",20,"8:00pm-8:59pm",37,"37",20,"8:00pm-8:59pm",47,"47",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"State Highway","Weekday","SQ2_Year","Last Quarter (Month)"
"1","Alabama","10493",0,0,1,1,0,1,1,127,"WALKER (127)",0,"NOT APPLICABLE",7,"July",28,28,5,"Thursday",2022,19,"7:00pm-7:59pm",57,"57","CR-BARNEY LOOP","",4,"County Road",1,"Rural",7,"Local",2,"County Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",0,"None",33.72855,33.72855,-87.15045,-87.15045,42,"Tree (Standing Only)",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",4,"On Roadside",0,"None",2,"Dark - Not Lighted",1,"Clear",0,"No","0000000","Not Applicable",19,"7:00pm-7:59pm",59,"59",20,"8:00pm-8:59pm",35,"35",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"County Road","Weekday","SQ2_Year","Last Quarter (Month)"
"1","Alabama","10494",0,0,1,1,0,1,1,55,"ETOWAH (55)",0,"NOT APPLICABLE",7,"July",28,28,5,"Thursday",2022,18,"6:00pm-6:59pm",20,"20","CR-OLD GALLANT RD","",4,"County Road",1,"Rural",7,"Local",2,"County Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",0,"None",34.01959167,34.01959167,-86.203625,-86.203625,42,"Tree (Standing Only)",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",4,"On Roadside",0,"None",1,"Daylight",1,"Clear",0,"No","0000000","Not Applicable",18,"6:00pm-6:59pm",27,"27",18,"6:00pm-6:59pm",37,"37",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"County Road","Weekday","SQ2_Year","Last Quarter (Month)"
"1","Alabama","10503",0,0,1,1,0,1,1,109,"PIKE (109)",0,"NOT APPLICABLE",7,"July",31,31,1,"Sunday",2022,22,"10:00pm-10:59pm",30,"30","SR-87","",3,"State Highway",1,"Rural",4,"Minor Arterial",1,"State Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",554,"554",31.69885556,31.69885556,-85.95908333,-85.95908333,42,"Tree (Standing Only)",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",4,"On Roadside",0,"None",2,"Dark - Not Lighted",1,"Clear",0,"No","0000000","Not Applicable",22,"10:00pm-10:59pm",34,"34",22,"10:00pm-10:59pm",47,"47",99,"Unknown",99,"Unknown EMS Hospital Arrival Time",1,"State Highway","Weekend","SQ2_Year","Last Quarter (Month)"
"1","Alabama","10505",0,0,1,1,0,1,1,101,"MONTGOMERY (101)",2130,"MONTGOMERY",7,"July",31,31,1,"Sunday",2022,23,"11:00pm-11:59pm",29,"29","CAPWOOD CURV","",6,"Local Street - Municipality",2,"Urban",7,"Local",4,"City or Municipal Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",0,"None",32.31278056,32.31278056,-86.24273889,-86.24273889,30,"Utility Pole/Light Support",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",4,"On Roadside",0,"None",3,"Dark - Lighted",1,"Clear",0,"No","0000000","Not Applicable",23,"11:00pm-11:59pm",29,"29",23,"11:00pm-11:59pm",31,"31",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"Others","Weekend","SQ2_Year","Last Quarter (Month)"
"1","Alabama","10511",1,1,1,1,0,1,1,97,"MOBILE (97)",0,"NOT APPLICABLE",8,"August",2,2,3,"Tuesday",2022,20,"8:00pm-8:59pm",40,"40","US-90 SR-16","",2,"US Highway",2,"Urban",4,"Minor Arterial",1,"State Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",91,"91",30.50303056,30.50303056,-88.25590833,-88.25590833,8,"Pedestrian",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",1,"On Roadway",0,"None",2,"Dark - Not Lighted",1,"Clear",0,"No","0000000","Not Applicable",20,"8:00pm-8:59pm",41,"41",20,"8:00pm-8:59pm",58,"58",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"US Highway","Weekday","SQ2_Year","1st Quarter (Month)"
"1","Alabama","10514",1,1,1,1,0,1,1,49,"DEKALB (49)",0,"NOT APPLICABLE",8,"August",4,4,5,"Thursday",2022,21,"9:00pm-9:59pm",10,"10","SR-176","",3,"State Highway",1,"Rural",5,"Major Collector",2,"County Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",95,"95",34.35094444,34.35094444,-85.73689444,-85.73689444,8,"Pedestrian",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",1,"On Roadway",0,"None",2,"Dark - Not Lighted",1,"Clear",0,"No","0000000","Not Applicable",21,"9:00pm-9:59pm",15,"15",21,"9:00pm-9:59pm",27,"27",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"State Highway","Weekday","SQ2_Year","1st Quarter (Month)"
"1","Alabama","10515",0,0,1,1,0,1,1,33,"COLBERT (33)",0,"NOT APPLICABLE",8,"August",4,4,5,"Thursday",2022,20,"8:00pm-8:59pm",0,"0","CR-UNDERWOOD MOUNTAIN RD","",4,"County Road",1,"Rural",5,"Major Collector",2,"County Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",0,"None",34.61667222,34.61667222,-87.75780556,-87.75780556,34,"Ditch",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",4,"On Roadside",0,"None",2,"Dark - Not Lighted",1,"Clear",0,"No","0000000","Not Applicable",20,"8:00pm-8:59pm",0,"0",20,"8:00pm-8:59pm",35,"35",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"County Road","Weekday","SQ2_Year","1st Quarter (Month)"
"1","Alabama","10521",0,0,2,2,0,2,2,101,"MONTGOMERY (101)",0,"NOT APPLICABLE",8,"August",6,6,7,"Saturday",2022,3,"3:00am-3:59am",30,"30","US-331 SR-9","",2,"US Highway",1,"Rural",3,"Principal Arterial - Other",1,"State Highway Agency",1,"This section IS ON the NHS",0,"No Special Jurisdiction",760,"760",31.99376111,31.99376111,-86.29231667,-86.29231667,12,"Motor Vehicle In-Transport",2,"Front-to-Front",0,"No",1,"Non-Junction",1,"Not an Intersection",1,"On Roadway",0,"None",2,"Dark - Not Lighted",1,"Clear",0,"No","0000000","Not Applicable",3,"3:00am-3:59am",30,"30",3,"3:00am-3:59am",55,"55",99,"Unknown",99,"Unknown EMS Hospital Arrival Time",1,"US Highway","Weekend","SQ2_Year","1st Quarter (Month)"
"1","Alabama","10523",0,0,1,1,0,1,1,49,"DEKALB (49)",0,"NOT APPLICABLE",8,"August",6,6,7,"Saturday",2022,15,"3:00pm-3:59pm",10,"10","I-59","",1,"Interstate",2,"Urban",1,"Interstate",1,"State Highway Agency",1,"This section IS ON the NHS",0,"No Special Jurisdiction",2157,"2157",34.40620556,34.40620556,-85.77867222,-85.77867222,42,"Tree (Standing Only)",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",4,"On Roadside",0,"None",1,"Daylight",1,"Clear",0,"No","0000000","Not Applicable",15,"3:00pm-3:59pm",13,"13",15,"3:00pm-3:59pm",27,"27",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"State Highway","Weekend","SQ2_Year","1st Quarter (Month)"
"1","Alabama","10529",0,0,1,1,0,1,1,125,"TUSCALOOSA (125)",0,"NOT APPLICABLE",8,"August",8,8,2,"Monday",2022,0,"0:00am-0:59am",45,"45","CR-PATE RD","",4,"County Road",1,"Rural",7,"Local",2,"County Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",0,"None",33.22901667,33.22901667,-87.74066389,-87.74066389,34,"Ditch",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",4,"On Roadside",0,"None",2,"Dark - Not Lighted",1,"Clear",0,"No","0000000","Not Applicable",1,"1:00am-1:59am",13,"13",1,"1:00am-1:59am",32,"32",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"County Road","Weekday","SQ2_Year","1st Quarter (Month)"
"1","Alabama","10531",0,0,2,2,0,2,2,119,"SUMTER (119)",0,"NOT APPLICABLE",8,"August",9,9,3,"Tuesday",2022,8,"8:00am-8:59am",45,"45","I-59","",1,"Interstate",1,"Rural",1,"Interstate",1,"State Highway Agency",1,"This section IS ON the NHS",0,"No Special Jurisdiction",65,"65",32.51009722,32.51009722,-88.31997222,-88.31997222,12,"Motor Vehicle In-Transport",1,"Front-to-Rear",0,"No",1,"Non-Junction",1,"Not an Intersection",1,"On Roadway",0,"None",1,"Daylight",1,"Clear",0,"No","0000000","Not Applicable",8,"8:00am-8:59am",52,"52",9,"9:00am-9:59am",5,"5",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"State Highway","Weekday","SQ2_Year","1st Quarter (Month)"
"1","Alabama","10539",0,0,1,1,0,1,1,95,"MARSHALL (95)",1500,"GUNTERSVILLE",8,"August",13,13,7,"Saturday",2022,16,"4:00pm-4:59pm",10,"10","LURLEEN B WALLACE DR","",6,"Local Street - Municipality",2,"Urban",7,"Local",4,"City or Municipal Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",0,"None",34.36348333,34.36348333,-86.30456389,-86.30456389,24,"Guardrail Face",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",4,"On Roadside",0,"None",1,"Daylight",1,"Clear",0,"No","0000000","Not Applicable",16,"4:00pm-4:59pm",7,"7",16,"4:00pm-4:59pm",18,"18",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"Others","Weekend","SQ2_Year","2nd Quarter (Month)"
"1","Alabama","10540",0,0,1,1,0,1,1,83,"LIMESTONE (83)",0,"NOT APPLICABLE",8,"August",13,13,7,"Saturday",2022,1,"1:00am-1:59am",25,"25","CR-INGRAHAM RD","",4,"County Road",2,"Urban",7,"Local",2,"County Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",0,"None",34.70250556,34.70250556,-86.97676389,-86.97676389,35,"Embankment",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",4,"On Roadside",0,"None",2,"Dark - Not Lighted",1,"Clear",0,"No","0000000","Not Applicable",99,"Unknown",99,"Unknown",99,"Unknown EMS Scene Arrival Hour",99,"Unknown EMS Scene Arrival Minutes",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"County Road","Weekend","SQ2_Year","2nd Quarter (Month)"
"1","Alabama","10541",0,0,1,1,0,1,1,43,"CULLMAN (43)",0,"NOT APPLICABLE",8,"August",13,13,7,"Saturday",2022,19,"7:00pm-7:59pm",25,"25","US-31 SR-3","",2,"US Highway",2,"Urban",4,"Minor Arterial",1,"State Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",3222,"3222",34.11794167,34.11794167,-86.81225833,-86.81225833,35,"Embankment",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",3,"On Median",0,"None",1,"Daylight",1,"Clear",0,"No","0000000","Not Applicable",19,"7:00pm-7:59pm",25,"25",19,"7:00pm-7:59pm",35,"35",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"US Highway","Weekend","SQ2_Year","2nd Quarter (Month)"
"1","Alabama","10542",0,0,1,1,0,2,2,73,"JEFFERSON (73)",350,"BIRMINGHAM",8,"August",14,14,1,"Sunday",2022,1,"1:00am-1:59am",10,"10","3RD AVE S","",6,"Local Street - Municipality",2,"Urban",4,"Minor Arterial",4,"City or Municipal Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",0,"None",33.51027778,33.51027778,-86.80201944,-86.80201944,42,"Tree (Standing Only)",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",4,"On Roadside",0,"None",3,"Dark - Lighted",1,"Clear",0,"No","0000000","Not Applicable",1,"1:00am-1:59am",16,"16",1,"1:00am-1:59am",25,"25",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",2,"Others","Weekend","SQ2_Year","2nd Quarter (Month)"
"1","Alabama","10551",0,0,1,1,0,2,2,129,"WASHINGTON (129)",0,"NOT APPLICABLE",5,"May",8,8,1,"Sunday",2022,1,"1:00am-1:59am",23,"23","CR-34","",4,"County Road",1,"Rural",5,"Major Collector",2,"County Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",0,"None",31.63636944,31.63636944,-88.24204722,-88.24204722,43,"Other Fixed Object",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",4,"On Roadside",0,"None",2,"Dark - Not Lighted",1,"Clear",0,"No","0000000","Not Applicable",1,"1:00am-1:59am",23,"23",1,"1:00am-1:59am",55,"55",99,"Unknown",99,"Unknown EMS Hospital Arrival Time",1,"County Road","Weekend","SQ2_Year","1st Quarter (Month)"
"1","Alabama","10558",0,0,1,1,0,1,1,73,"JEFFERSON (73)",350,"BIRMINGHAM",8,"August",7,7,1,"Sunday",2022,5,"5:00am-5:59am",45,"45","ISHKOODA WENONAH RD SW","",6,"Local Street - Municipality",2,"Urban",4,"Minor Arterial",4,"City or Municipal Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",0,"None",33.45716389,33.45716389,-86.86105,-86.86105,42,"Tree (Standing Only)",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",4,"On Roadside",0,"None",2,"Dark - Not Lighted",1,"Clear",0,"No","0000000","Not Applicable",5,"5:00am-5:59am",45,"45",5,"5:00am-5:59am",55,"55",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"Others","Weekend","SQ2_Year","1st Quarter (Month)"
"1","Alabama","10564",1,1,2,2,0,2,2,89,"MADISON (89)",1730,"HUNTSVILLE",8,"August",17,17,4,"Wednesday",2022,4,"4:00am-4:59am",40,"40","MEMORIAL PKWY","",6,"Local Street - Municipality",2,"Urban",2,"Principal Arterial - Other Freeways and Expressways",1,"State Highway Agency",1,"This section IS ON the NHS",0,"No Special Jurisdiction",3160,"3160",34.70238611,34.70238611,-86.58721944,-86.58721944,8,"Pedestrian",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",1,"On Roadway",0,"None",3,"Dark - Lighted",1,"Clear",0,"No","0000000","Not Applicable",4,"4:00am-4:59am",39,"39",4,"4:00am-4:59am",43,"43",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"Others","Weekday","SQ2_Year","2nd Quarter (Month)"
"1","Alabama","10565",0,0,1,1,0,1,1,115,"ST. CLAIR (115)",0,"NOT APPLICABLE",8,"August",19,19,6,"Friday",2022,5,"5:00am-5:59am",23,"23","CR-24","",4,"County Road",1,"Rural",5,"Major Collector",2,"County Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",0,"None",33.84040556,33.84040556,-86.10419167,-86.10419167,32,"Culvert",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",4,"On Roadside",0,"None",2,"Dark - Not Lighted",1,"Clear",0,"No","0000000","Not Applicable",5,"5:00am-5:59am",26,"26",5,"5:00am-5:59am",40,"40",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"County Road","Weekday","SQ2_Year","2nd Quarter (Month)"
"1","Alabama","10569",0,0,1,1,0,1,1,43,"CULLMAN (43)",0,"NOT APPLICABLE",8,"August",19,19,6,"Friday",2022,0,"0:00am-0:59am",0,"0","CR-310","",4,"County Road",1,"Rural",7,"Local",2,"County Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",0,"None",34.10559167,34.10559167,-87.011175,-87.011175,34,"Ditch",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",4,"On Roadside",0,"None",2,"Dark - Not Lighted",1,"Clear",0,"No","0000000","Not Applicable",99,"Unknown",99,"Unknown",99,"Unknown EMS Scene Arrival Hour",99,"Unknown EMS Scene Arrival Minutes",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"County Road","Weekday","SQ2_Year","2nd Quarter (Month)"
"1","Alabama","10577",0,0,2,2,0,2,2,97,"MOBILE (97)",2100,"MOBILE",8,"August",25,25,5,"Thursday",2022,20,"8:00pm-8:59pm",50,"50","AIRPORT SERVICE RD","",6,"Local Street - Municipality",2,"Urban",3,"Principal Arterial - Other",4,"City or Municipal Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",70,"70",30.675925,30.675925,-88.13614722,-88.13614722,12,"Motor Vehicle In-Transport",2,"Front-to-Front",0,"No",1,"Non-Junction",1,"Not an Intersection",1,"On Roadway",0,"None",3,"Dark - Lighted",1,"Clear",0,"No","0000000","Not Applicable",20,"8:00pm-8:59pm",59,"59",21,"9:00pm-9:59pm",7,"7",99,"Unknown",99,"Unknown EMS Hospital Arrival Time",1,"Others","Weekday","SQ2_Year","Last Quarter (Month)"
"1","Alabama","10579",1,1,2,2,0,2,2,101,"MONTGOMERY (101)",2130,"MONTGOMERY",8,"August",27,27,7,"Saturday",2022,12,"12:00pm-12:59pm",2,"2","I-85","",1,"Interstate",2,"Urban",1,"Interstate",1,"State Highway Agency",1,"This section IS ON the NHS",0,"No Special Jurisdiction",90,"90",32.36094722,32.36094722,-86.17860556,-86.17860556,12,"Motor Vehicle In-Transport",1,"Front-to-Rear",0,"No",1,"Non-Junction",1,"Not an Intersection",1,"On Roadway",0,"None",1,"Daylight",1,"Clear",0,"No","0000000","Not Applicable",12,"12:00pm-12:59pm",2,"2",12,"12:00pm-12:59pm",12,"12",99,"Unknown",99,"Unknown EMS Hospital Arrival Time",1,"State Highway","Weekend","SQ2_Year","Last Quarter (Month)"
"1","Alabama","10589",0,0,2,2,0,2,2,51,"ELMORE (51)",0,"NOT APPLICABLE",8,"August",30,30,3,"Tuesday",2022,1,"1:00am-1:59am",45,"45","SR-229","",3,"State Highway",1,"Rural",4,"Minor Arterial",1,"State Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",21,"21",32.45365556,32.45365556,-85.89569167,-85.89569167,12,"Motor Vehicle In-Transport",2,"Front-to-Front",0,"No",1,"Non-Junction",1,"Not an Intersection",1,"On Roadway",0,"None",2,"Dark - Not Lighted",1,"Clear",0,"No","0000000","Not Applicable",99,"Unknown",99,"Unknown",99,"Unknown EMS Scene Arrival Hour",99,"Unknown EMS Scene Arrival Minutes",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",2,"State Highway","Weekday","SQ2_Year","Last Quarter (Month)"
"1","Alabama","10600",0,0,1,1,0,1,1,121,"TALLADEGA (121)",0,"NOT APPLICABLE",9,"September",3,3,7,"Saturday",2022,0,"0:00am-0:59am",15,"15","CR-WOLF POND RD","",4,"County Road",1,"Rural",7,"Local",2,"County Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",0,"None",33.49625833,33.49625833,-86.17812778,-86.17812778,34,"Ditch",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",4,"On Roadside",0,"None",2,"Dark - Not Lighted",1,"Clear",0,"No","0000000","Not Applicable",0,"0:00am-0:59am",15,"15",0,"0:00am-0:59am",45,"45",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"County Road","Weekend","TQ3_Year","1st Quarter (Month)"
"1","Alabama","10611",1,1,1,1,0,1,1,11,"BULLOCK (11)",0,"NOT APPLICABLE",9,"September",5,5,2,"Monday",2022,20,"8:00pm-8:59pm",50,"50","CR-7","",4,"County Road",1,"Rural",5,"Major Collector",2,"County Highway Agency",0,"This section IS NOT on the NHS",0,"No Special Jurisdiction",0,"None",32.16826389,32.16826389,-85.88933333,-85.88933333,8,"Pedestrian",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",1,"On Roadway",0,"None",1,"Daylight",1,"Clear",0,"No","0000000","Not Applicable",99,"Unknown",99,"Unknown",21,"9:00pm-9:59pm",15,"15",99,"Unknown",99,"Unknown EMS Hospital Arrival Time",1,"County Road","Weekday","TQ3_Year","1st Quarter (Month)"
"1","Alabama","10618",0,0,1,1,0,1,1,83,"LIMESTONE (83)",0,"NOT APPLICABLE",9,"September",7,7,4,"Wednesday",2022,13,"1:00pm-1:59pm",53,"53","US-72 SR-2","",2,"US Highway",2,"Urban",3,"Principal Arterial - Other",1,"State Highway Agency",1,"This section IS ON the NHS",0,"No Special Jurisdiction",838,"838",34.75228333,34.75228333,-86.82433611,-86.82433611,30,"Utility Pole/Light Support",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",4,"On Roadside",0,"None",1,"Daylight",1,"Clear",0,"No","0000000","Not Applicable",13,"1:00pm-1:59pm",59,"59",14,"2:00pm-2:59pm",12,"12",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"US Highway","Weekday","TQ3_Year","1st Quarter (Month)"
"1","Alabama","10623",1,1,1,1,0,1,1,101,"MONTGOMERY (101)",2130,"MONTGOMERY",9,"September",10,10,7,"Saturday",2022,21,"9:00pm-9:59pm",37,"37","E SOUTH BLVD","",6,"Local Street - Municipality",2,"Urban",3,"Principal Arterial - Other",1,"State Highway Agency",1,"This section IS ON the NHS",0,"No Special Jurisdiction",0,"None",32.32723056,32.32723056,-86.25878889,-86.25878889,8,"Pedestrian",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",1,"On Roadway",0,"None",3,"Dark - Lighted",1,"Clear",0,"No","0000000","Not Applicable",21,"9:00pm-9:59pm",37,"37",21,"9:00pm-9:59pm",43,"43",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"Others","Weekend","TQ3_Year","1st Quarter (Month)"
"1","Alabama","10628",0,0,2,2,0,2,2,101,"MONTGOMERY (101)",2130,"MONTGOMERY",9,"September",12,12,2,"Monday",2022,11,"11:00am-11:59am",6,"6","I-85","",1,"Interstate",2,"Urban",1,"Interstate",1,"State Highway Agency",1,"This section IS ON the NHS",0,"No Special Jurisdiction",4,"4",32.35898889,32.35898889,-86.24758889,-86.24758889,12,"Motor Vehicle In-Transport",1,"Front-to-Rear",0,"No",1,"Non-Junction",1,"Not an Intersection",1,"On Roadway",0,"None",1,"Daylight",1,"Clear",0,"No","0000000","Not Applicable",11,"11:00am-11:59am",7,"7",11,"11:00am-11:59am",16,"16",88,"Not Applicable (Not Transported)",88,"Not Applicable (Not Transported)",1,"State Highway","Weekday","TQ3_Year","2nd Quarter (Month)"
"1","Alabama","10630",0,0,1,1,0,2,2,13,"BUTLER (13)",0,"NOT APPLICABLE",9,"September",14,14,4,"Wednesday",2022,16,"4:00pm-4:59pm",15,"15","I-65","",1,"Interstate",1,"Rural",1,"Interstate",1,"State Highway Agency",1,"This section IS ON the NHS",0,"No Special Jurisdiction",1147,"1147",31.65696111,31.65696111,-86.7689,-86.7689,23,"Bridge Rail (Includes parapet)",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",1,"Non-Junction",1,"Not an Intersection",3,"On Median",0,"None",1,"Daylight",1,"Clear",0,"No","0000000","Not Applicable",16,"4:00pm-4:59pm",27,"27",16,"4:00pm-4:59pm",34,"34",99,"Unknown",99,"Unknown EMS Hospital Arrival Time",1,"State Highway","Weekday","TQ3_Year","2nd Quarter (Month)"
